country,year,cereal_yield,fdi_perc_gdp,en_per_gdp,en_per_cap,co2_ttl,co2_per_cap,co2_per_gdp,pop_urb_aggl_perc,prot_area_perc,gdp,gni_per_cap,under_5_mort_rate,pop_growth_perc,pop,urb_pop_growth_perc,urb_pop
BGD,2002,3394.9,0.110023607332336,150.247600531124,154.589664067029,33699.73,0.250991483887543,243.94171780785,12.0542068788782,1.64126216308,47571130071.3913,380.0,76.1,1.74440783613894,134266428.0,3.47783960129464,32814715.0032
BGD,2003,3479.3,0.516791195526743,149.248658502544,158.971027955012,33824.408,0.247771054337506,232.61784207685,12.3487116060586,1.64126216308,51913661485.3195,400.0,72.0,1.660670463142,136514768.0,3.36456564105904,33937571.3248
BGD,2004,3439.4,0.793669546869144,145.860039022339,162.580466449063,39735.612,0.286623654280832,257.14612776821997,12.6461731974678,1.64126216308,56560744012.2303,440.0,67.9,1.54002469297002,138633401.0,3.21537301257919,35046523.7728
BGD,2005,3681.5,1.34929476029113,145.839589048797,169.84421321769,37652.756,0.267823547459504,229.971191594397,12.9445771308861,1.64126216308,60277560975.6098,480.0,64.2,1.40000262362366,140587922.0,3.04774488587544,36131095.954
BGD,2006,3761.3,1.12632262688135,145.417048263492,178.339365183579,46644.24,0.327664860170878,267.176328325891,13.2425025500427,1.64126216308,61901116736.1525,500.0,60.4,1.24803353164368,142353501.0,3.09851038970164,37268146.5618
BGD,2007,4020.8,0.954198199533117,142.578163942338,184.02470102056,46930.266,0.326002414404793,252.579275656106,13.5360089437939,1.64126216308,68415421372.7194,520.0,57.1,1.11998815682287,143956805.0,2.93684358370376,38378884.213
BGD,2008,4102.2,1.26909861671883,141.611570495086,192.06189514175,46526.896,0.319820179366957,235.810637204995,13.8180271559401,1.64126216308,79554350677.7438,570.0,53.9,1.05136452958274,145478300.0,2.8357984951988,39482810.62
CHN,1991,4232.7,1.1505561600763,627.922681111306,744.485727941049,2584538.27,2.24590127565651,1894.26378182123,9.28486887154799,13.5681521574,379468656246.251,350.0,47.4,1.36443400840349,1150780000.0,4.24233046340784,324519960.0
CHN,1992,4366.6,2.63946807522414,568.488545825916,760.353575628557,2695982.067,2.31420729031649,1730.24811006405,9.63057812647536,13.6644058703,422660918111.413,390.0,46.5,1.2255362283362,1164970000.0,4.0229214325768,337841300.0
CHN,1993,4567.6,6.24629826288079,527.682471295534,795.387312888225,2878694.009,2.44280065934625,1620.6231453774,10.0051653881403,13.7837435861,440500898964.599,410.0,45.6,1.14961943083465,1178440000.0,3.87087578332311,351175120.0
CHN,1994,4510.0,6.04175737590201,487.946301603067,822.492539655237,3058241.33,2.56599389177193,1522.2839953673,10.4078598967139,13.9254401265,559224707280.731,460.0,44.3,1.13026063215591,1191835000.0,3.77942217685354,364701510.0
CHN,1995,4663.7,4.92429195798218,470.04657262264,869.188004365671,3320285.15,2.75575496636525,1490.27962928818,10.8435285573783,14.0005510833,728007199936.412,530.0,42.5,1.08650915088974,1204855000.0,3.667297546477,378324470.0
CHN,1996,4898.0,4.6934606615725,442.657251948078,891.006929489549,3463089.131,2.84430958153669,1413.06899125232,11.316026692949,14.3553075088,856084729312.253,650.0,40.5,1.04814151412165,1217550000.0,3.81213656287568,393025140.0
CHN,1997,4826.1,4.64356006353359,405.937172989813,883.99069975408,3469510.048,2.82056789057578,1295.23235487058,11.8256928236083,14.4838576306,952652693079.137,750.0,38.5,1.02345002419879,1230075000.0,3.7130987107334,407892870.0
CHN,1998,4954.0,4.29159169678315,375.926237425318,874.063525063711,3324344.519,2.67674598026467,1151.24246241816,12.3842452302254,14.6214017973,1019458585326.15,790.0,36.6,0.959550406298151,1241935000.0,3.57874775010608,422754674.0
CHN,1999,4947.0,3.57738295167943,349.453174908817,866.724905905878,3318055.614,2.64864924664833,1067.90387832886,13.0001610875405,14.8615351695,1083277930359.88,840.0,34.7,0.865851392993279,1252735000.0,3.41819411961609,437455062.0
CHN,2000,4756.3,3.20399920668831,325.074084563062,867.125313132353,3405179.867,2.69686243322549,1011.01890741307,13.6798092892301,15.4628599838,1198480321713.0,930.0,33.0,0.787956592953992,1262645000.0,3.27677283647931,452026910.0
CHN,2001,4802.2,3.33943524233897,299.205069387024,858.108668475056,3487566.356,2.74212081298895,956.121850599638,14.2384978574517,16.2787889876,1324804848409.43,1000.0,31.2,0.726380637838525,1271850000.0,3.26374787240202,467023320.0
CHN,2002,4889.6,3.39159702688794,296.943254363943,922.9151710403,3694242.143,2.88522504139331,928.306457892502,14.7632507029053,16.5992976524,1453827687613.08,1100.0,29.5,0.669999567758626,1280400000.0,3.14457446424755,481942560.0
CHN,2003,4877.6,2.86885358797971,307.263051672522,1043.96585687675,4525177.009,3.51224542766222,1033.73423682166,15.2899401583359,16.5992984642,1640959264366.29,1270.0,27.9,0.622860936133583,1288400000.0,3.03767643865017,496807040.0
CHN,2004,5189.6,2.84402751721403,325.318236392028,1209.74062843585,5288166.032,4.08013890554173,1097.21337101949,15.7522939644696,16.5992984642,1931643872027.84,1500.0,26.4,0.593932815112141,1296075000.0,2.95180729740572,511690410.0
CHN,2005,5225.5,5.19332411856692,316.239722001307,1301.19158715062,5790016.984,4.4411506949345,1079.37084361845,16.1890134384684,16.5992984642,2256902969137.08,1760.0,24.9,0.588124989556992,1303720000.0,2.89168202973937,526702880.0
CHN,2006,5313.4,4.57369322979559,306.669604999099,1414.14677655566,6414463.08,4.89272709798477,1061.0289620444698,16.5990987170295,16.5992984642,2712950560614.04,2050.0,23.5,0.558374367373002,1311020000.0,2.76164586736129,541451260.0
CHN,2007,5319.8,4.58068907152341,284.472645312085,1490.26043471168,6791804.714,5.15356401658718,983.752875964508,16.9513692014098,16.5992984642,3494055865921.79,2490.0,22.2,0.522271866392275,1317885000.0,2.67804397389018,556147470.0
